Activity ID,Activity Date,Activity Name,Activity Type,Activity Description,Elapsed Time,Distance,Relative Effort,Commute,Activity Gear,Filename,Athlete Weight,Bike Weight,Elapsed Time,Moving Time,Distance,Max Speed,Average Speed,Elevation Gain,Elevation Loss,Elevation Low,Elevation High,Max Grade,Average Grade,Average Positive Grade,Average Negative Grade,Max Cadence,Average Cadence,Max Heart Rate,Average Heart Rate,Max Watts,Average Watts,Calories,Max Temperature,Average Temperature,Relative Effort,Total Work,Number of Runs,Uphill Time,Downhill Time,Other Time,Perceived Exertion,"<span class=""translation_missing"" title=""translation missing: en-US.lib.export.portability_exporter.activities.horton_values.type"">Type</span>","<span class=""translation_missing"" title=""translation missing: en-US.lib.export.portability_exporter.activities.horton_values.start_time"">Start Time</span>",Weighted Average Power,Power Count,Prefer Perceived Exertion,Perceived Relative Effort,Commute,Total Weight Lifted,From Upload,Grade Adjusted Distance,Weather Observation Time,Weather Condition,Weather Temperature,Apparent Temperature,Dewpoint,Humidity,Weather Pressure,Wind Speed,Wind Gust,Wind Bearing,Precipitation Intensity,Sunrise Time,Sunset Time,Moon Phase,Bike,Gear,Precipitation Probability,Precipitation Type,Cloud Cover,Weather Visibility,UV Index,Weather Ozone,"<span class=""translation_missing"" title=""translation missing: en-US.lib.export.portability_exporter.activities.horton_values.jump_count"">Jump Count</span>","<span class=""translation_missing"" title=""translation missing: en-US.lib.export.portability_exporter.activities.horton_values.total_grit"">Total Grit</span>","<span class=""translation_missing"" title=""translation missing: en-US.lib.export.portability_exporter.activities.horton_values.avg_flow"">Avg Flow</span>","<span class=""translation_missing"" title=""translation missing: en-US.lib.export.portability_exporter.activities.horton_values.flagged"">Flagged</span>","<span class=""translation_missing"" title=""translation missing: en-US.lib.export.portability_exporter.activities.horton_values.avg_elapsed_speed"">Avg Elapsed Speed</span>","<span class=""translation_missing"" title=""translation missing: en-US.lib.export.portability_exporter.activities.horton_values.dirt_distance"">Dirt Distance</span>"
2689722501,"Sep 8, 2019, 7:12:44 AM",Morning Ride,Ride,,7854,49.42,,false,,activities/2689722501.gpx,26.308399200439453,,7854.0,7725.0,49419.69921875,12.300000190734863,,324.4511413574219,325.45098876953125,230.6999969482422,379.6000061035156,11.600000381469727,-0.00202348455786705,,,,,,,,71.26034545898438,613.7916870117188,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2727809947,"Sep 21, 2019, 12:10:28 PM",Afternoon Ride,Ride,,7500,49.35,,false,,activities/2727809947.gpx,26.308399200439453,,7500.0,7437.0,49355.5,13.300000190734863,,342.9302062988281,343.0299987792969,230.6999969482422,379.5,15.0,-0.00020261167082935572,,,,,,,,77.11031341552734,639.4182739257812,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2782725037,"Oct 12, 2019, 11:59:18 AM",Afternoon Ride,Ride,,7702,48.96,,false,,activities/2782725037.gpx,26.308399200439453,,7702.0,7568.0,48968.0,15.5,,342.8895263671875,343.489990234375,230.6999969482422,379.5,29.100000381469727,-0.001225290005095303,,,,,,,,77.07801055908203,650.4088134765625,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2854290503,"Nov 10, 2019, 8:21:56 AM",Morning Ride,Ride,,7860,50.04,,false,,activities/2854290503.gpx,26.308399200439453,,7860.0,7657.0,50047.8984375,13.300000190734863,,355.297607421875,355.0979919433594,230.6999969482422,379.5,24.700000762939453,0.0003996171581093222,,,,,,,,77.47245025634766,661.4257202148438,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2869060426,"Nov 16, 2019, 1:20:41 PM",Afternoon Ride,Ride,,7787,49.48,,false,,activities/2869060426.gpx,26.308399200439453,,7787.0,7590.0,49487.1015625,14.300000190734863,6.5200395584106445,343.1940002441406,342.8940124511719,230.6999969482422,379.5,26.200000762939453,0.0006062185857445002,,,,,,,,77.3294448852539,654.4271240234375,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2948801548,"Dec 22, 2019, 9:12:24 AM",Morning Ride,Ride,,8179,49.64,,false,,activities/3140084382.fit.gz,26.308399200439453,,8179.0,8007.0,49648.80078125,12.199999809265137,6.198999881744385,355.0,349.0,238.0,406.20001220703125,31.399999618530273,0.014099031686782837,,,,,,,,85.03091430664062,796.0,,9.0,,,,,,,,,,,,,,0.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2964744795,"Dec 29, 2019, 8:59:18 AM",Morning Ride,Ride,,7821,48.97,,false,,activities/3158422387.fit.gz,26.308399200439453,,7821.0,7591.0,48978.80078125,11.899999618530273,6.447000026702881,332.0,338.0,-162.39999389648438,2.0,44.0,-0.0036750594154000282,,,,,,,,84.44214630126953,782.0,,1.0,,,,,,,,,,,,,,0.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2986748023,"Jan 6, 2020, 8:54:42 AM",Morning Ride,Ride,,7616,48.94,,false,,activities/3183395826.fit.gz,26.308399200439453,,7616.0,7402.0,48947.0,13.300000190734863,6.604000091552734,328.0,326.0,212.60000610351562,381.6000061035156,41.400001525878906,0.0069462889805436134,,,,,,,,86.37953186035156,763.0,,0.0,,,,,,,,,,,,,,0.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3022214118,"Jan 18, 2020, 1:34:35 PM",Afternoon Ride,Ride,,7305,48.97,,false,,activities/3223177130.fit.gz,26.308399200439453,,7305.0,7211.0,48977.19921875,13.100000381469727,6.789999961853027,323.0,325.0,308.79998779296875,462.3999938964844,27.0,0.0,,,,,,,,95.66305541992188,767.0,,8.0,,,,,,,,,,,,,,0.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3062529163,"Feb 1, 2020, 1:48:56 PM",Afternoon Ride,Ride,,7840,52.57,,false,,activities/3268459365.fit.gz,26.308399200439453,,7840.0,7790.0,52571.19921875,13.699999809265137,6.764999866485596,390.0,389.0,257.3999938964844,413.3999938964844,47.599998474121094,0.009130474179983139,,,,,,,,97.7130355834961,826.0,,7.0,,,,,,,,,,,,,,0.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3104115116,"Feb 16, 2020, 8:14:26 AM",Morning Ride,Ride,,7488,48.98,,false,,activities/3314910790.fit.gz,26.308399200439453,,7488.0,7339.0,48983.8984375,13.0,6.676000118255615,329.0,336.0,117.0,278.6000061035156,32.70000076293945,-0.005716163665056229,,,,,,,,92.5197982788086,774.0,,6.0,,,,,,,,,,,,,,0.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3124645531,"Feb 23, 2020, 8:39:44 AM",Morning Ride,Ride,,9653,60.04,,false,,activities/3337804164.fit.gz,26.308399200439453,,9653.0,9603.0,60046.5,16.100000381469727,6.254000186920166,830.0,827.0,222.8000030517578,519.7999877929688,49.5,0.009659180417656898,,,,,,,,100.50849914550781,988.0,,10.0,,,,,,,,,,,,,,0.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3142164401,"Feb 29, 2020, 1:46:11 PM",Afternoon Ride,Ride,,7853,52.58,,false,,activities/3357251233.fit.gz,26.308399200439453,,7853.0,7706.0,52579.8984375,13.5,6.813000202178955,427.0,424.0,329.79998779296875,492.20001220703125,40.0,0.0068467226810753345,,,,,,,,102.92691040039062,824.0,,7.0,,,,,,,,,,,,,,0.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3424709195,"May 9, 2020, 12:40:27 PM",Operazione “shakedown”,Ride,"",8290,53.21,,false,,activities/3424709195.gpx,26.308399200439453,,8290.0,8236.0,53218.8984375,14.699999809265137,6.461740970611572,339.6116027832031,339.61199951171875,233.5,378.8999938964844,25.799999237060547,0.0,,,,,,,,76.70527648925781,704.3955078125,,,,,,,,,,,,,,0.0,,0.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3464637686,"May 17, 2020, 6:54:10 AM",Giro mattutino,Ride,,9688,59.57,,false,,activities/3464637686.gpx,26.308399200439453,,9688.0,9586.0,59576.5,19.600000381469727,6.214948654174805,754.473388671875,754.572998046875,227.10000610351562,510.0,25.799999237060547,-0.00016785142361186445,,,,,,,,85.1112289428711,909.7017211914062,,,,,,,,,,,,,,,,0.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3501849850,"May 24, 2020, 5:58:14 AM",Raggio rotto e a casa in macchina 😭,Ride,,6718,40.17,,false,,activities/3501849850.gpx,,,6718.0,6027.0,40176.8984375,13.399999618530273,6.666152477264404,249.7721405029297,344.37200927734375,237.60000610351562,381.29998779296875,15.800000190734863,-0.23545868694782257,,,,,,,,77.15961456298828,518.5206298828125,,,,,,,,,,,,,,,,0.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3539885202,"May 31, 2020, 5:47:28 AM",Morning Ride,Ride,,10186,69.85,,false,,activities/3539885202.gpx,,,10186.0,10126.0,69853.3984375,14.100000381469727,6.8984198570251465,411.4421691894531,411.5419921875,3.0999999046325684,378.8999938964844,15.899999618530273,-0.00014315695443656296,,,,,,,,84.24491119384766,951.1661987304688,,,,,,,,,,,,,,,,0.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
