#DATE,GENERATED,EXPORTED,USED,PEAK_POWER,PEAK_TIME,CONDITION,TEMPERATURE_MIN,TEMPERATURE_MAX,COMMENTS,IMPORT_PEAK,IMPORT_OFF_PEAK,IMPORT_SHOULDER,CREDIT,DEBIT
31/05/17,29590,,,4869,14:05,Fine,29.00,57.00,"Updated 20:55 UTC+2:00",,,,,
30/05/17,30746,,,4103,13:50,Fine,30.00,59.00,"Updated 20:45 UTC+2:00",,,,,
29/05/17,31967,,,4020,14:25,Fine,30.00,58.00,"Updated 20:50 UTC+2:00",,,,,
28/05/17,31694,,,4209,13:35,Fine,29.00,58.00,"Updated 20:50 UTC+2:00",,,,,
27/05/17,31854,,,4831,14:50,Fine,0.00,58.00,"Updated 20:45 UTC+2:00",,,,,
26/05/17,32824,,,4150,14:15,Fine,0.00,59.00,"Updated 20:50 UTC+2:00",,,,,
25/05/17,32351,,,4233,13:55,Fine,31.00,59.00,"Updated 20:50 UTC+2:00",,,,,
24/05/17,33877,,,4260,14:30,Fine,0.00,60.00,"Updated 20:55 UTC+2:00",,,,,
23/05/17,33778,,,4184,13:00,Fine,30.00,59.00,"Updated 20:50 UTC+2:00",,,,,
22/05/17,34402,,,4290,14:20,Fine,33.00,61.00,"Updated 20:45 UTC+2:00",,,,,
21/05/17,35969,,,4487,14:35,Fine,30.00,61.00,"Updated 20:50 UTC+2:00",,,,,
20/05/17,35254,,,4295,14:00,Fine,0.00,60.00,"Updated 20:45 UTC+2:00",,,,,
19/05/17,27603,,,5351,12:15,Fine,0.00,60.00,"Updated 20:55 UTC+2:00",,,,,
18/05/17,19927,,,3614,14:55,Mostly Cloudy,33.00,51.00,"Updated 20:40 UTC+2:00",,,,,
17/05/17,33924,,,4202,14:30,Fine,30.00,61.00,"Updated 20:40 UTC+2:00",,,,,
16/05/17,33533,,,4697,14:35,Fine,0.00,60.00,"Updated 20:40 UTC+2:00",,,,,
15/05/17,34476,,,4641,14:10,Fine,27.00,57.00,"Updated 20:45 UTC+2:00",,,,,
14/05/17,30980,,,4549,13:55,Fine,26.00,58.00,"Updated 20:40 UTC+2:00",,,,,
13/05/17,32611,,,4774,15:50,Fine,22.00,56.00,"Updated 20:20 UTC+2:00",,,,,
12/05/17,19480,,,5203,12:15,Mostly Cloudy,0.00,49.00,"Updated 20:15 UTC+2:00",,,,,
11/05/17,2587,,,618,12:05,Showers,0.00,33.00,"Updated 19:45 UTC+2:00",,,,,
10/05/17,16400,,,5918,12:50,Mostly Cloudy,25.00,47.00,"Updated 19:35 UTC+2:00",,,,,
09/05/17,35437,,,4482,14:00,Fine,0.00,57.00,"Updated 20:35 UTC+2:00",,,,,
08/05/17,33519,,,5231,12:30,Fine,23.00,55.00,"Updated 20:40 UTC+2:00",,,,,
07/05/17,29450,,,4586,14:55,Fine,0.00,54.00,"Updated 20:30 UTC+2:00",,,,,
06/05/17,7286,,,2311,17:20,Cloudy,0.00,41.00,"Updated 20:30 UTC+2:00",,,,,
05/05/17,34988,,,4505,14:00,Fine,25.00,57.00,"Updated 20:25 UTC+2:00",,,,,
04/05/17,16989,,,5489,14:55,Mostly Cloudy,0.00,51.00,"Updated 20:20 UTC+2:00",,,,,
03/05/17,23553,,,4318,12:20,Partly Cloudy,0.00,49.00,"Updated 20:25 UTC+2:00",,,,,
02/05/17,22011,,,4866,14:10,Partly Cloudy,25.00,56.00,"Updated 20:00 UTC+2:00",,,,,
01/05/17,13824,,,4810,16:10,Mostly Cloudy,0.00,49.00,"Updated 20:25 UTC+2:00",,,,,
30/04/17,23907,,,4974,13:40,Partly Cloudy,25.00,60.00,"Updated 20:05 UTC+2:00",,,,,
29/04/17,35621,,,4497,14:50,Fine,24.00,58.00,"Updated 20:20 UTC+2:00",,,,,
28/04/17,30935,,,4733,16:25,Fine,0.00,56.00,"Updated 23:06 UTC+2:00",,,,,
27/04/17,9985,,,1900,13:10,Cloudy,0.00,40.00,"Updated 20:20 UTC+2:00",,,,,
26/04/17,11516,,,2629,14:10,Cloudy,23.00,42.00,"Updated 20:25 UTC+2:00",,,,,
25/04/17,18239,,,5261,13:30,Mostly Cloudy,24.00,48.00,"Updated 19:50 UTC+2:00",,,,,
24/04/17,9097,,,3055,13:45,Cloudy,0.00,44.00,"Updated 19:30 UTC+2:00",,,,,
23/04/17,28686,,,5119,15:25,Fine,28.00,59.00,"Updated 20:00 UTC+2:00",,,,,
22/04/17,34016,,,4356,14:10,Fine,27.00,59.00,"Updated 20:15 UTC+2:00",,,,,
21/04/17,35099,,,4482,13:45,Fine,26.00,59.00,"Updated 20:15 UTC+2:00",,,,,
20/04/17,36067,,,4643,14:10,Fine,27.00,59.00,"Updated 20:15 UTC+2:00",,,,,
19/04/17,26637,,,5280,14:35,Partly Cloudy,27.00,59.00,"Updated 20:05 UTC+2:00",,,,,
18/04/17,33398,,,5213,14:10,Fine,26.00,58.00,"Updated 20:05 UTC+2:00",,,,,
17/04/17,26633,,,5465,13:10,Partly Cloudy,28.00,55.00,"Updated 20:10 UTC+2:00",,,,,
16/04/17,33666,,,4338,14:55,Fine,25.00,59.00,"Updated 20:10 UTC+2:00",,,,,
15/04/17,27211,,,4426,14:50,Partly Cloudy,25.00,57.00,"Updated 20:10 UTC+2:00",,,,,
14/04/17,30397,,,4781,14:05,Fine,28.00,58.00,"Updated 20:00 UTC+2:00",,,,,
13/04/17,31735,,,4217,15:05,Fine,26.00,57.00,"Updated 20:05 UTC+2:00",,,,,
12/04/17,27360,,,4076,13:50,Partly Cloudy,26.00,54.00,"Updated 20:01 UTC+2:00",,,,,
11/04/17,30221,,,4668,14:15,Fine,28.00,59.00,"Updated 20:00 UTC+2:00",,,,,
10/04/17,30988,,,4145,14:30,Fine,26.00,57.00,"Updated 20:00 UTC+2:00",,,,,
09/04/17,30438,,,4044,14:00,Fine,27.00,56.00,"Updated 19:55 UTC+2:00",,,,,
08/04/17,30327,,,4079,14:25,Fine,26.00,55.00,"Updated 19:55 UTC+2:00",,,,,
07/04/17,31542,,,4359,14:35,Fine,25.00,55.00,"Updated 19:55 UTC+2:00",,,,,
06/04/17,32009,,,4202,13:55,Fine,25.00,55.00,"Updated 19:55 UTC+2:00",,,,,
05/04/17,10573,,,4364,16:15,Cloudy,0.00,44.00,"Updated 19:55 UTC+2:00",,,,,
04/04/17,29563,,,4153,14:25,Fine,24.00,56.00,"Updated 19:55 UTC+2:00",,,,,
03/04/17,31939,,,4179,13:55,Fine,25.00,55.00,"Updated 19:50 UTC+2:00",,,,,
02/04/17,4872,,,1302,15:55,Showers,0.00,37.00,"Updated 19:45 UTC+2:00",,,,,
01/04/17,12439,,,3161,11:30,Cloudy,27.00,47.00,"Updated 20:35 UTC+2:00",,,,,
31/03/17,26814,,,4056,13:55,Partly Cloudy,27.00,54.00,"Updated 19:45 UTC+2:00",,,,,
30/03/17,29817,,,4130,14:20,Fine,26.00,56.00,"Updated 19:45 UTC+2:00",,,,,
29/03/17,29950,,,4149,14:20,Fine,25.00,55.00,"Updated 19:45 UTC+2:00",,,,,
28/03/17,30968,,,4243,14:00,Fine,24.00,54.00,"Updated 19:45 UTC+2:00",,,,,
27/03/17,25653,,,4711,14:00,Partly Cloudy,23.00,53.00,"Updated 19:40 UTC+2:00",,,,,
26/03/17,17565,,,5159,15:35,Mostly Cloudy,28.00,50.00,"Updated 19:45 UTC+2:00",,,,,
25/03/17,16493,,,4681,13:45,Mostly Cloudy,24.00,49.00,"Updated 18:05 UTC+1:00",,,,,
24/03/17,2493,,,650,13:05,Showers,0.00,34.00,"Updated 18:15 UTC+1:00",,,,,
23/03/17,7134,,,3760,,Cloudy,23.00,42.00,"Updated 18:25 UTC+1:00",,,,,
22/03/17,9613,,,3612,12:35,Cloudy,0.00,47.00,"Updated 18:30 UTC+1:00",,,,,
21/03/17,11294,,,4076,12:00,Cloudy,0.00,48.00,"Updated 17:50 UTC+1:00",,,,,
20/03/17,26247,,,4127,12:50,Partly Cloudy,25.00,53.00,"Updated 18:30 UTC+1:00",,,,,
19/03/17,25097,,,3880,13:45,Partly Cloudy,31.00,51.00,"Updated 18:35 UTC+1:00",,,,,
18/03/17,14892,,,3186,12:35,Mostly Cloudy,25.00,46.00,"Updated 18:30 UTC+1:00",,,,,
17/03/17,26980,,,3918,13:10,Partly Cloudy,24.00,53.00,"Updated 18:30 UTC+1:00",,,,,
16/03/17,25315,,,3731,13:20,Partly Cloudy,25.00,51.00,"Updated 18:25 UTC+1:00",,,,,
15/03/17,24659,,,4233,12:20,Partly Cloudy,25.00,51.00,"Updated 18:25 UTC+1:00",,,,,
14/03/17,26953,,,4518,14:30,Partly Cloudy,24.00,53.00,"Updated 18:20 UTC+1:00",,,,,
13/03/17,26976,,,3965,13:40,Partly Cloudy,24.00,52.00,"Updated 18:25 UTC+1:00",,,,,
12/03/17,14931,,,2739,13:50,Mostly Cloudy,23.00,45.00,"Updated 18:30 UTC+1:00",,,,,
11/03/17,25745,,,3992,13:10,Partly Cloudy,25.00,53.00,"Updated 18:25 UTC+1:00",,,,,
10/03/17,26884,,,3892,12:50,Partly Cloudy,25.00,52.00,"Updated 18:20 UTC+1:00",,,,,
09/03/17,24218,,,3870,12:30,Partly Cloudy,25.00,50.00,"Updated 18:20 UTC+1:00",,,,,
08/03/17,27709,,,4363,13:10,Fine,24.00,52.00,"Updated 18:20 UTC+1:00",,,,,
07/03/17,28967,,,4320,14:15,Fine,23.00,53.00,"Updated 18:15 UTC+1:00",,,,,
06/03/17,14066,,,4229,13:50,Mostly Cloudy,25.00,51.00,"Updated 18:15 UTC+1:00",,,,,
05/03/17,17534,,,4421,13:55,Mostly Cloudy,23.00,49.00,"Updated 18:10 UTC+1:00",,,,,
04/03/17,7880,,,4900,14:35,Cloudy,0.00,46.00,"Updated 18:10 UTC+1:00",,,,,
03/03/17,3552,,,925,11:20,Showers,0.00,35.00,"Updated 16:50 UTC+1:00",,,,,
02/03/17,24379,,,3994,13:10,Partly Cloudy,24.00,50.00,"Updated 18:12 UTC+1:00",,,,,
01/03/17,26818,,,4110,13:35,Partly Cloudy,24.00,52.00,"Updated 18:05 UTC+1:00",,,,,
28/02/17,7230,,,2258,15:55,Cloudy,22.00,38.00,"Updated 17:55 UTC+1:00",,,,,
27/02/17,22787,,,3835,12:05,Partly Cloudy,24.00,49.00,"Updated 18:00 UTC+1:00",,,,,
26/02/17,23860,,,4491,13:35,Partly Cloudy,24.00,51.00,"Updated 18:00 UTC+1:00",,,,,
25/02/17,22537,,,4547,13:15,Partly Cloudy,22.00,49.00,"Updated 18:07 UTC+1:00",,,,,
24/02/17,7357,,,2087,15:05,Cloudy,0.00,39.00,"Updated 18:00 UTC+1:00",,,,,
23/02/17,5948,,,1723,11:00,Cloudy,22.00,36.00,"Updated 17:45 UTC+1:00",,,,,
22/02/17,19926,,,4079,13:30,Mostly Cloudy,23.00,49.00,"Updated 18:05 UTC+1:00",,,,,
21/02/17,21807,,,3859,12:40,Mostly Cloudy,22.00,49.00,"Updated 18:00 UTC+1:00",,,,,
20/02/17,17192,,,3856,13:15,Mostly Cloudy,21.00,48.00,"Updated 18:00 UTC+1:00",,,,,
19/02/17,9982,,,3231,14:50,Cloudy,22.00,43.00,"Updated 17:45 UTC+1:00",,,,,
18/02/17,21172,,,3991,13:20,Mostly Cloudy,24.00,49.00,"Updated 17:50 UTC+1:00",,,,,
17/02/17,23398,,,3761,13:35,Partly Cloudy,24.00,49.00,"Updated 17:50 UTC+1:00",,,,,
16/02/17,22288,,,3775,12:55,Partly Cloudy,23.00,48.00,"Updated 17:50 UTC+1:00",,,,,
15/02/17,22940,,,3606,13:35,Partly Cloudy,22.00,49.00,"Updated 17:50 UTC+1:00",,,,,
14/02/17,7181,,,2040,13:15,Cloudy,20.00,39.00,"Updated 17:40 UTC+1:00",,,,,
13/02/17,5456,,,2978,12:30,Cloudy,22.00,38.00,"Updated 16:45 UTC+1:00",,,,,
12/02/17,2943,,,1006,13:35,Showers,20.00,33.00,"Updated 17:10 UTC+1:00",,,,,
11/02/17,4637,,,1199,13:25,Showers,0.00,34.00,"Updated 17:30 UTC+1:00",,,,,
10/02/17,1938,,,575,12:35,Showers,21.00,31.00,"Updated 17:15 UTC+1:00",,,,,
09/02/17,5068,,,3329,12:15,Showers,0.00,37.00,"Updated 17:25 UTC+1:00",,,,,
08/02/17,2698,,,684,12:05,Showers,0.00,32.00,"Updated 17:05 UTC+1:00",,,,,
07/02/17,10318,,,3260,14:55,Cloudy,23.00,43.00,"Updated 17:40 UTC+1:00",,,,,
06/02/17,17945,,,3778,13:15,Mostly Cloudy,0.00,47.00,"Updated 17:40 UTC+1:00",,,,,
05/02/17,2091,,,705,10:50,Showers,0.00,32.00,"Updated 16:00 UTC+1:00",,,,,
04/02/17,6500,,,4315,12:50,Cloudy,0.00,41.00,"Updated 17:15 UTC+1:00",,,,,
03/02/17,3885,,,2604,14:30,Showers,0.00,37.00,"Updated 17:20 UTC+1:00",,,,,
02/02/17,1704,,,629,11:55,Showers,20.00,31.00,"Updated 16:50 UTC+1:00",,,,,
01/02/17,9545,,,3392,13:10,Cloudy,22.00,41.00,"Updated 17:30 UTC+1:00",,,,,
31/01/17,8013,,,2841,11:55,Cloudy,20.00,40.00,"Updated 17:30 UTC+1:00",,,,,
30/01/17,7522,,,2327,11:20,Cloudy,0.00,39.00,"Updated 17:15 UTC+1:00",,,,,
29/01/17,7286,,,1702,13:00,Cloudy,20.00,37.00,"Updated 17:20 UTC+1:00",,,,,
28/01/17,588,,,229,14:40,Showers,0.00,31.00,"Updated 17:20 UTC+1:00",,,,,
27/01/17,4818,,,1904,13:55,Showers,21.00,36.00,"Updated 17:10 UTC+1:00",,,,,
26/01/17,8470,,,3388,11:25,Cloudy,21.00,41.00,"Updated 17:00 UTC+1:00",,,,,
25/01/17,17833,,,3198,13:15,Mostly Cloudy,23.00,46.00,"Updated 17:20 UTC+1:00",,,,,
24/01/17,18263,,,3188,13:25,Mostly Cloudy,22.00,46.00,"Updated 17:15 UTC+1:00",,,,,
23/01/17,16350,,,2996,12:45,Mostly Cloudy,21.00,43.00,"Updated 17:15 UTC+1:00",,,,,
22/01/17,14221,,,3293,13:25,Mostly Cloudy,22.00,46.00,"Updated 17:10 UTC+1:00",,,,,
21/01/17,17485,,,3127,13:00,Mostly Cloudy,22.00,45.00,"Updated 17:10 UTC+1:00",,,,,
20/01/17,17252,,,3117,13:20,Mostly Cloudy,21.00,45.00,"Updated 17:10 UTC+1:00",,,,,
19/01/17,9762,,,3559,14:15,Cloudy,0.00,42.00,"Updated 17:05 UTC+1:00",,,,,
18/01/17,16343,,,3238,13:05,Mostly Cloudy,20.00,46.00,"Updated 17:10 UTC+1:00",,,,,
17/01/17,6386,,,2345,12:15,Cloudy,0.00,37.00,"Updated 17:01 UTC+1:00",,,,,
16/01/17,17836,,,3325,13:50,Mostly Cloudy,22.00,46.00,"Updated 17:05 UTC+1:00",,,,,
15/01/17,18002,,,3203,13:35,Mostly Cloudy,20.00,46.00,"Updated 17:05 UTC+1:00",,,,,
14/01/17,11902,,,2789,12:40,Cloudy,22.00,42.00,"Updated 16:55 UTC+1:00",,,,,
13/01/17,12362,,,3528,13:50,Cloudy,0.00,46.00,"Updated 17:05 UTC+1:00",,,,,
12/01/17,143,,,84,11:15,Showers,19.00,29.00,"Updated 14:30 UTC+1:00",,,,,
11/01/17,23,,,22,11:40,Showers,0.00,28.00,"Updated 13:50 UTC+1:00",,,,,
10/01/17,1298,,,460,12:25,Showers,-1.00,31.00,"Updated 17:05 UTC+1:00",,,,,
09/01/17,16289,,,3004,13:30,Mostly Cloudy,21.00,45.00,"Updated 17:00 UTC+1:00",,,,,
08/01/17,15315,,,2957,13:15,Mostly Cloudy,20.00,44.00,"Updated 16:55 UTC+1:00",,,,,
07/01/17,16725,,,3063,13:25,Mostly Cloudy,23.00,45.00,"Updated 17:00 UTC+1:00",,,,,
06/01/17,17499,,,3191,13:25,Mostly Cloudy,23.00,46.00,"Updated 17:00 UTC+1:00",,,,,
05/01/17,16977,,,3064,13:10,Mostly Cloudy,23.00,46.00,"Updated 16:55 UTC+1:00",,,,,
04/01/17,16484,,,3078,13:25,Mostly Cloudy,23.00,46.00,"Updated 16:55 UTC+1:00",,,,,
03/01/17,15151,,,2884,12:50,Mostly Cloudy,23.00,45.00,"Updated 16:50 UTC+1:00",,,,,
02/01/17,11719,,,3090,13:40,Cloudy,23.00,43.00,"Updated 16:55 UTC+1:00",,,,,
01/01/17,16017,,,2970,13:25,Mostly Cloudy,23.00,45.00,"Updated 16:50 UTC+1:00",,,,,
31/12/16,16082,,,3015,13:10,Mostly Cloudy,23.00,45.00,"Updated 16:50 UTC+1:00",,,,,
30/12/16,13821,,,2933,13:00,Mostly Cloudy,0.00,44.00,"Updated 16:45 UTC+1:00",,,,,
29/12/16,8727,,,2987,13:55,Cloudy,22.00,42.00,"Updated 16:45 UTC+1:00",,,,,
28/12/16,16805,,,3080,13:15,Mostly Cloudy,21.00,47.00,"Updated 16:50 UTC+1:00",,,,,
27/12/16,15603,,,2971,13:05,Mostly Cloudy,23.00,46.00,"Updated 16:50 UTC+1:00",,,,,
26/12/16,10047,,,2634,12:20,Cloudy,24.00,41.00,"Updated 16:40 UTC+1:00",,,,,
25/12/16,7473,,,1622,12:10,Cloudy,21.00,37.00,"Updated 16:35 UTC+1:00",,,,,
24/12/16,11884,,,3088,13:45,Cloudy,23.00,44.00,"Updated 16:45 UTC+1:00",,,,,
23/12/16,15361,,,2843,13:15,Mostly Cloudy,22.00,45.00,"Updated 16:45 UTC+1:00",,,,,
22/12/16,15856,,,2932,13:30,Mostly Cloudy,22.00,45.00,"Updated 16:45 UTC+1:00",,,,,
21/12/16,4421,,,2706,14:40,Showers,0.00,38.00,"Updated 16:45 UTC+1:00",,,,,
20/12/16,1008,,,367,12:10,Showers,19.00,30.00,"Updated 15:30 UTC+1:00",,,,,
19/12/16,383,,,135,10:05,Showers,0.00,29.00,"Updated 15:05 UTC+1:00",,,,,
18/12/16,15888,,,2975,13:00,Mostly Cloudy,20.00,44.00,"Updated 16:40 UTC+1:00",,,,,
17/12/16,15553,,,2960,13:10,Mostly Cloudy,21.00,44.00,"Updated 16:40 UTC+1:00",,,,,
16/12/16,2498,,,643,12:05,Showers,20.00,32.00,"Updated 16:35 UTC+1:00",,,,,
15/12/16,10960,,,3084,13:35,Cloudy,20.00,41.00,"Updated 16:40 UTC+1:00",,,,,
14/12/16,5448,,,1914,13:00,Cloudy,21.00,36.00,"Updated 16:40 UTC+1:00",,,,,
13/12/16,7180,,,2898,12:30,Cloudy,20.00,41.00,"Updated 16:35 UTC+1:00",,,,,
12/12/16,7158,,,2831,13:45,Cloudy,21.00,39.00,"Updated 16:40 UTC+1:00",,,,,
11/12/16,10682,,,3457,12:50,Cloudy,22.00,45.00,"Updated 16:10 UTC+1:00",,,,,
10/12/16,14633,,,2812,12:50,Mostly Cloudy,23.00,45.00,"Updated 16:40 UTC+1:00",,,,,
09/12/16,15368,,,3047,13:00,Mostly Cloudy,22.00,46.00,"Updated 16:40 UTC+1:00",,,,,
08/12/16,16267,,,2988,13:15,Mostly Cloudy,24.00,46.00,"Updated 16:40 UTC+1:00",,,,,
07/12/16,15463,,,2947,12:50,Mostly Cloudy,24.00,46.00,"Updated 16:40 UTC+1:00",,,,,
06/12/16,14076,,,2996,12:30,Mostly Cloudy,21.00,44.00,"Updated 16:40 UTC+1:00",,,,,
05/12/16,13161,,,2715,12:30,Mostly Cloudy,0.00,43.00,"Updated 16:40 UTC+1:00",,,,,
04/12/16,3671,,,925,13:35,Showers,0.00,34.00,"Updated 16:45 UTC+1:00",,,,,
03/12/16,995,,,246,12:55,Showers,0.00,31.00,"Updated 15:45 UTC+1:00",,,,,
02/12/16,16844,,,3093,13:00,Mostly Cloudy,22.00,46.00,"Updated 16:40 UTC+1:00",,,,,
01/12/16,17616,,,3325,12:55,Mostly Cloudy,0.00,47.00,"Updated 16:45 UTC+1:00",,,,,
30/11/16,17988,,,3161,13:10,Mostly Cloudy,23.00,46.00,"Updated 16:45 UTC+1:00",,,,,
29/11/16,13159,,,3853,12:40,Mostly Cloudy,0.00,45.00,"Updated 16:45 UTC+1:00",,,,,
28/11/16,3196,,,1091,15:55,Showers,22.00,34.00,"Updated 16:40 UTC+1:00",,,,,
27/11/16,14954,,,3143,13:10,Mostly Cloudy,22.00,47.00,"Updated 16:40 UTC+1:00",,,,,
26/11/16,15153,,,3055,13:20,Mostly Cloudy,23.00,46.00,"Updated 16:45 UTC+1:00",,,,,
25/11/16,8517,,,2242,15:25,Cloudy,0.00,41.00,"Updated 16:40 UTC+1:00",,,,,
24/11/16,148,,,147,12:35,Showers,0.00,31.00,"Updated 14:00 UTC+1:00",,,,,
23/11/16,1205,,,777,12:45,Showers,0.00,33.00,"Updated 15:30 UTC+1:00",,,,,
22/11/16,1045,,,315,11:40,Showers,0.00,32.00,"Updated 16:15 UTC+1:00",,,,,
21/11/16,778,,,261,13:40,Showers,21.00,31.00,"Updated 16:00 UTC+1:00",,,,,
20/11/16,2792,,,3263,13:30,Showers,21.00,38.00,"Updated 16:15 UTC+1:00",,,,,
19/11/16,6668,,,3522,12:20,Cloudy,0.00,42.00,"Updated 16:45 UTC+1:00",,,,,
18/11/16,1544,,,468,13:30,Showers,0.00,31.00,"Updated 16:25 UTC+1:00",,,,,
17/11/16,5270,,,2788,14:00,Cloudy,0.00,35.00,"Updated 16:45 UTC+1:00",,,,,
16/11/16,13042,,,3286,13:40,Cloudy,21.00,45.00,"Updated 16:50 UTC+1:00",,,,,
15/11/16,4390,,,1616,15:00,Showers,0.00,36.00,"Updated 16:50 UTC+1:00",,,,,
14/11/16,6850,,,2210,10:05,Cloudy,0.00,38.00,"Updated 16:30 UTC+1:00",,,,,
13/11/16,13761,,,3789,12:55,Mostly Cloudy,21.00,45.00,"Updated 16:55 UTC+1:00",,,,,
12/11/16,19659,,,3452,13:10,Mostly Cloudy,21.00,48.00,"Updated 16:55 UTC+1:00",,,,,
11/11/16,12601,,,2961,13:35,Cloudy,0.00,42.00,"Updated 16:55 UTC+1:00",,,,,
10/11/16,18596,,,3242,12:45,Mostly Cloudy,21.00,47.00,"Updated 16:55 UTC+1:00",,,,,
09/11/16,5356,,,1600,16:10,Showers,23.00,36.00,"Updated 17:05 UTC+1:00",,,,,
08/11/16,19869,,,3329,12:40,Mostly Cloudy,22.00,49.00,"Updated 17:00 UTC+1:00",,,,,
07/11/16,20863,,,3432,12:55,Mostly Cloudy,22.00,49.00,"Updated 17:00 UTC+1:00",,,,,
06/11/16,15237,,,4219,13:35,Mostly Cloudy,0.00,48.00,"Updated 17:00 UTC+1:00",,,,,
05/11/16,4125,,,1325,11:40,Showers,0.00,35.00,"Updated 16:55 UTC+1:00",,,,,
04/11/16,7676,,,2640,13:55,Cloudy,0.00,41.00,"Updated 17:00 UTC+1:00",,,,,
03/11/16,18193,,,3272,12:30,Mostly Cloudy,24.00,48.00,"Updated 17:10 UTC+1:00",,,,,
02/11/16,13415,,,3391,12:45,Cloudy,23.00,46.00,"Updated 17:10 UTC+1:00",,,,,
01/11/16,9744,,,2648,14:10,Cloudy,22.00,41.00,"Updated 17:05 UTC+1:00",,,,,
31/10/16,12077,,,2809,14:45,Cloudy,25.00,43.00,"Updated 17:05 UTC+1:00",,,,,
30/10/16,19026,,,3287,12:40,Mostly Cloudy,0.00,49.00,"Updated 16:20 UTC+1:00",,,,,
29/10/16,19768,,,3341,14:05,Mostly Cloudy,0.00,49.00,"Updated 18:10 UTC+2:00",,,,,
28/10/16,13671,,,3771,14:05,Cloudy,0.00,48.00,"Updated 18:10 UTC+2:00",,,,,
27/10/16,14982,,,4243,12:20,Mostly Cloudy,22.00,48.00,"Updated 18:10 UTC+2:00",,,,,
26/10/16,5810,,,1821,12:30,Cloudy,22.00,38.00,"Updated 17:55 UTC+2:00",,,,,
25/10/16,5389,,,2047,12:05,Showers,0.00,37.00,"Updated 18:05 UTC+2:00",,,,,
24/10/16,4620,,,1191,12:25,Showers,0.00,35.00,"Updated 17:55 UTC+2:00",,,,,
23/10/16,2497,,,659,15:10,Showers,0.00,34.00,"Updated 17:50 UTC+2:00",,,,,
22/10/16,10012,,,3297,14:50,Cloudy,0.00,45.00,"Updated 18:05 UTC+2:00",,,,,
21/10/16,17417,,,3664,14:30,Mostly Cloudy,23.00,48.00,"Updated 18:25 UTC+2:00",,,,,
20/10/16,15881,,,3339,13:10,Mostly Cloudy,0.00,48.00,"Updated 18:30 UTC+2:00",,,,,
19/10/16,7921,,,3548,13:40,Cloudy,0.00,45.00,"Updated 18:25 UTC+2:00",,,,,
18/10/16,20141,,,3676,13:00,Mostly Cloudy,0.00,50.00,"Updated 18:30 UTC+2:00",,,,,
17/10/16,7501,,,2038,10:35,Cloudy,23.00,38.00,"Updated 18:30 UTC+2:00",,,,,
16/10/16,18627,,,3506,13:05,Mostly Cloudy,22.00,49.00,"Updated 18:20 UTC+2:00",,,,,
15/10/16,8924,,,4088,12:40,Cloudy,0.00,42.00,"Updated 18:35 UTC+2:00",,,,,
14/10/16,2824,,,2894,15:15,Showers,22.00,40.00,"Updated 18:20 UTC+2:00",,,,,
13/10/16,2803,,,513,10:20,Showers,0.00,34.00,"Updated 00:52 UTC+2:00",,,,,
12/10/16,21824,,,4283,13:40,Mostly Cloudy,22.00,52.00,"Updated 18:35 UTC+2:00",,,,,
11/10/16,12516,,,4858,14:35,Cloudy,0.00,47.00,"Updated 18:45 UTC+2:00",,,,,
10/10/16,15698,,,4469,15:20,Mostly Cloudy,24.00,48.00,"Updated 18:35 UTC+2:00",,,,,
09/10/16,6731,,,2430,13:15,Cloudy,26.00,43.00,"Updated 18:15 UTC+2:00",,,,,
08/10/16,18709,,,3794,14:15,Mostly Cloudy,27.00,52.00,"Updated 18:45 UTC+2:00",,,,,
07/10/16,24352,,,3792,13:45,Partly Cloudy,0.00,55.00,"Updated 18:40 UTC+2:00",,,,,
06/10/16,9673,,,4011,12:10,Cloudy,0.00,47.00,"Updated 18:30 UTC+2:00",,,,,
05/10/16,24874,,,3853,14:15,Partly Cloudy,28.00,58.00,"Updated 18:45 UTC+2:00",,,,,
04/10/16,25632,,,3824,14:30,Partly Cloudy,28.00,57.00,"Updated 18:55 UTC+2:00",,,,,
03/10/16,26106,,,3842,13:50,Partly Cloudy,29.00,57.00,"Updated 18:55 UTC+2:00",,,,,
02/10/16,21589,,,4282,13:05,Mostly Cloudy,0.00,57.00,"Updated 18:55 UTC+2:00",,,,,
01/10/16,8919,,,2041,13:15,Cloudy,31.00,44.00,"Updated 18:00 UTC+2:00",,,,,
30/09/16,18578,,,3930,13:00,Mostly Cloudy,0.00,54.00,"Updated 19:00 UTC+2:00",,,,,
29/09/16,24815,,,3700,13:50,Partly Cloudy,29.00,57.00,"Updated 19:05 UTC+2:00",,,,,
28/09/16,25640,,,3747,14:25,Partly Cloudy,28.00,56.00,"Updated 19:05 UTC+2:00",,,,,
27/09/16,22141,,,4024,14:35,Partly Cloudy,29.00,57.00,"Updated 19:10 UTC+2:00",,,,,
26/09/16,25463,,,3805,13:55,Partly Cloudy,29.00,57.00,"Updated 19:00 UTC+2:00",,,,,
25/09/16,26534,,,3865,14:25,Partly Cloudy,34.00,57.00,"Updated 19:05 UTC+2:00",,,,,
24/09/16,24507,,,4106,13:50,Partly Cloudy,0.00,55.00,"Updated 19:15 UTC+2:00",,,,,
23/09/16,19226,,,4037,14:10,Mostly Cloudy,0.00,52.00,"Updated 19:15 UTC+2:00",,,,,
22/09/16,20096,,,4412,13:00,Mostly Cloudy,0.00,53.00,"Updated 19:20 UTC+2:00",,,,,
